Mes,Casos Mensuales
2020-01-01,0.0
2020-02-01,0.0
2020-03-01,2.57040851
2020-04-01,45.83516177
2020-05-01,290.8883599
2020-06-01,543.5162975
2020-07-01,1510.058149
2020-08-01,1628.979358
2020-09-01,514.01347
2020-10-01,714.937527
2020-11-01,809.655944
2020-12-01,1110.894183
